https://www.emag.ro/telefon-mobil-samsung-galaxy-a52-dual-sim-256gb-8gb-ram-5g-blue-sm-a526bzbheue/pd/DP3S0KMBM/,2000
https://www.emag.ro/televizor-samsung-55tu8072-138-cm-smart-4k-ultra-hd-led-clasa-g-ue55tu8072uxxh/pd/DRDWXYMBM/,2500
https://www.emag.ro/laptop-ultraportabil-prestigio-prestigio-smartbook-141-c5-cu-procesor-intel-celeron-n3350-pana-la-2-40-ghz-14-1-hd-4gb-64gb-emmc-slot-pentru-hdd-ssd-2-5-windows-10-pro-metal-grey-psb141c05cgp-mg/pd/DYG1GDMBM/,1000
